[H[2J[3J----------------  -------  -----------  ------------  -------------  --------------
Fitness type      Mu Size  Lambda Size  Mutation STD  Mutation Rate  Crossover Rate
himmelblau_task3  100      100          1             0.01           0.6
----------------  -------  -----------  ------------  -------------  --------------
########################################################################################
Generation 	 Candidate Evals 	 Best Fit 	 Average Fit 	 % same 	
368 		 73700 			 5.8261 	 173.4915 	 28.0000 %
369 		 73900 			 0.2975 	 172.8259 	 33.0000 %
370 		 74100 			 0.4486 	 164.6231 	 45.0000 %
371 		 74300 			 5.0982 	 147.9641 	 41.0000 %
372 		 74500 			 3.6708 	 133.1339 	 36.0000 %
373 		 74700 			 2.6956 	 135.2287 	 36.0000 %
374 		 74900 			 12.9738 	 127.8336 	 37.0000 %
375 		 75100 			 21.4267 	 128.8949 	 32.0000 %
376 		 75300 			 17.1908 	 115.0723 	 32.0000 %
377 		 75500 			 3.0979 	 103.7065 	 34.0000 %
378 		 75700 			 3.0979 	 106.1839 	 42.0000 %
379 		 75900 			 13.0903 	 108.1551 	 47.0000 %
380 		 76100 			 0.4149 	 112.3409 	 55.0000 %
381 		 76300 			 5.2553 	 122.1146 	 44.0000 %
382 		 76500 			 2.7130 	 123.4346 	 52.0000 %
383 		 76700 			 1.9398 	 119.3883 	 51.0000 %
384 		 76900 			 0.6798 	 107.7915 	 49.0000 %
385 		 77100 			 3.7187 	 115.9135 	 38.0000 %
386 		 77300 			 6.8206 	 131.6860 	 53.0000 %
387 		 77500 			 5.1978 	 104.2791 	 48.0000 %
388 		 77700 			 5.1978 	 104.4524 	 47.0000 %
389 		 77900 			 5.1978 	 121.2653 	 50.0000 %
390 		 78100 			 3.9563 	 120.9521 	 48.0000 %
391 		 78300 			 4.1439 	 123.7009 	 42.0000 %
392 		 78500 			 2.1985 	 118.5880 	 41.0000 %
393 		 78700 			 0.6694 	 109.9124 	 31.0000 %
394 		 78900 			 0.6694 	 110.2971 	 39.0000 %
395 		 79100 			 11.0292 	 116.0946 	 41.0000 %
396 		 79300 			 13.2229 	 124.2257 	 43.0000 %
397 		 79500 			 5.6737 	 134.6154 	 24.0000 %
398 		 79700 			 9.1247 	 140.3521 	 31.0000 %
